,clips,insertions,gaps,ncf
65558,,,,
65559,,,,
65560,,,,
65561,,,,
65562,,,,
65563,,,,
65564,,,,
65565,,,,
65566,,,,
65567,,,,
65568,,,,
65569,,,,
65570,,,,
65571,,,,
65572,,,,
65573,,,,
65574,,,,
65575,,,,
65576,,,,
65577,,,,
65578,,0.0,0.008771929824561403,0.0
65579,,0.0,0.017391304347826087,0.008695652173913044
65580,,0.009523809523809525,0.009433962264150943,0.0
65581,,0.0,0.009708737864077669,0.0
65582,,0.0,0.009523809523809525,0.0
65583,,,,
65584,,,,
65585,,,,
65586,,,,
65587,,0.0,0.008849557522123894,0.0
65588,,0.0,0.009009009009009009,0.0
65589,,0.0,0.03361344537815126,0.0
65590,,0.0,0.008547008547008548,0.0
65591,,0.0,0.008771929824561403,0.0
65592,,0.0,0.009259259259259259,0.0
65593,,0.0,0.009259259259259259,0.0
65594,,0.009345794392523364,0.009259259259259259,0.0
65595,,,,
65596,,,,
65597,,0.0,0.05454545454545454,0.0
65598,,0.0,0.008620689655172414,0.0
65599,,0.0,0.008547008547008548,0.0
65600,,0.0,0.008403361344537815,0.0
65601,,0.0,0.008403361344537815,0.0
65602,,0.0,0.008403361344537815,0.0
65603,,0.0,0.008695652173913044,0.0
65604,,0.0,0.008849557522123894,0.0
65605,,0.0,0.017699115044247787,0.0
65606,,0.0,0.02727272727272727,0.0
65607,,,,
65608,,,,
65609,,,,
65610,,,,
65611,,,,
65612,,,,
65613,,,,
65614,,,,
65615,,,,
65616,,,,
65617,,,0.01904761904761905,
65618,,0.0,0.018691588785046728,0.0
65619,,0.0,0.009259259259259259,0.0
65620,,0.0,0.02608695652173913,0.0
65621,,0.0,0.017543859649122806,0.0
65622,,0.0,0.034482758620689655,0.0
65623,,0.0,0.008849557522123894,0.0
65624,,0.0,0.008849557522123894,0.0
65625,,0.0,0.008928571428571428,0.0
65626,,0.0,0.00909090909090909,0.0
65627,,0.0,0.018018018018018018,0.0
65628,,0.0,0.009009009009009009,0.0
65629,,0.0,0.009009009009009009,0.0
65630,,0.0,0.02702702702702703,0.0
65631,,0.0,0.02702702702702703,0.0
65632,,0.0,0.018518518518518517,0.0
65633,,0.0,0.009615384615384616,0.0
65634,,0.0,0.018691588785046728,0.0
65635,,,,
65636,,,,
65637,,,,
65638,,,,
65639,,,,
65640,,,,
65641,,,,
65642,,,,
65643,,,,
65644,,,,
65645,,,,
65646,,,,
65647,,,,
65648,,,,
65649,,,,
65650,,,,
65651,,,,
65652,,,,
65653,,,,
65654,,,,
65655,,,0.0196078431372549,
65656,,0.0,0.019230769230769232,0.0
65657,,0.0,0.00980392156862745,0.0
65658,,0.0,0.017857142857142856,0.0
65659,,0.0,0.00909090909090909,0.0
65660,,0.0,0.02586206896551724,0.0
65661,,0.0,0.017699115044247787,0.0
65662,,0.0,0.009433962264150943,0.0
65663,,0.0,0.009523809523809525,0.0
65664,,0.0,0.009523809523809525,0.0
65665,,0.0,0.017857142857142856,0.0
65666,,0.0,0.008928571428571428,0.0
65667,,0.0,0.008547008547008548,0.0
65668,,,,
65669,,,,
65670,,0.0,0.027522935779816515,0.0
65671,,0.0,0.009174311926605505,0.0
65672,,0.0,0.00909090909090909,0.0
65673,,0.0,0.00909090909090909,0.0
65674,,0.0,0.017543859649122806,0.0
65675,,0.0,0.018691588785046728,0.0
65676,,0.0,0.01904761904761905,0.0
65677,,,,
65678,,,,
65679,,,,
65680,,,,
65681,,0.0,0.02912621359223301,0.0
65682,,0.0,0.03669724770642202,0.0
65683,,0.0,0.02830188679245283,0.0
65684,,0.0,0.045871559633027525,0.0
65685,,0.0,0.027777777777777776,0.0
65686,,0.0,0.01904761904761905,0.0
65687,,0.0,0.02857142857142857,0.0
65688,,0.0,0.037383177570093455,0.0
65689,,0.0,0.01904761904761905,0.0
65690,,,,
65691,,,,
65692,,0.0,0.009259259259259259,0.0
65693,,0.0,0.009433962264150943,0.0
65694,,0.0,0.009433962264150943,0.0
65695,,0.0,0.009615384615384616,0.0
65696,,,,
65697,,,,
65698,,,,
65699,,,,
65700,,,,
65701,,,,
65702,,,,
65703,,,,
65704,,,,
65705,,,,
65706,,,,
65707,,0.0,0.009009009009009009,0.0
65708,,0.0,0.008771929824561403,0.0
65709,,0.0,0.008849557522123894,0.0
65710,,0.0,0.008849557522123894,0.0
65711,,0.0,0.017857142857142856,0.0
65712,,0.0,0.017857142857142856,0.0
65713,,0.0,0.017857142857142856,0.0
65714,,0.0,0.02702702702702703,0.0
65715,,0.0,0.02702702702702703,0.0
65716,,0.0,0.02727272727272727,0.0
65717,,,0.018518518518518517,
65718,,,0.018867924528301886,
65719,,,0.028037383177570093,
65720,,0.0,0.018518518518518517,0.0
65721,,0.0,0.009345794392523364,0.018691588785046728
65722,,,,
65723,,,,
65724,,,,
65725,,,,
65726,,,,
65727,,0.0,0.009615384615384616,0.0
65728,,,0.0196078431372549,
65729,,0.0,0.018867924528301886,0.0
65730,,0.009615384615384616,0.009523809523809525,0.0
65731,,0.0,0.009433962264150943,0.0
65732,,0.0,0.009259259259259259,0.0
65733,,0.0,0.008695652173913044,0.0
65734,,0.0,0.008695652173913044,0.0
65735,,0.0,0.008695652173913044,0.0
65736,,0.0,0.008771929824561403,0.0
65737,,0.008849557522123894,0.008771929824561403,0.0
65738,,0.0,0.008695652173913044,0.0
65739,,0.0,0.008547008547008548,0.0
65740,,0.0,0.00847457627118644,0.0
65741,,0.0,0.008620689655172414,0.0
65742,,0.0,0.008547008547008548,0.0
65743,,0.0,0.008547008547008548,0.0
65744,,0.0,0.008771929824561403,0.0
65745,,0.0,0.008849557522123894,0.0
65746,,0.0,0.008849557522123894,0.0
65747,,0.0,0.008928571428571428,0.0
65748,,0.0,0.008928571428571428,0.0
65749,,0.0,0.009009009009009009,0.0
65750,,0.0,0.008849557522123894,0.0
65751,,0.0,0.00909090909090909,0.0
65752,,0.0,0.009345794392523364,0.0
65753,,0.0,0.00909090909090909,0.0
65754,,0.0,0.00909090909090909,0.0
65755,,0.0,0.009523809523809525,0.0
65756,,0.0,0.009433962264150943,0.0
65757,,0.0,0.009433962264150943,0.0
65758,,0.0,0.009433962264150943,0.0
65759,,,0.01,
65760,,0.0,0.009708737864077669,0.0
65761,,0.0,0.009615384615384616,0.0
65762,,0.0,0.009615384615384616,0.0
65763,,,,
65764,,0.0,0.009259259259259259,0.0
65765,,0.0,0.009433962264150943,0.0
65766,,0.0,0.009708737864077669,0.0
65767,,,,
65768,,0.0,0.028846153846153848,0.0
65769,,,,
65770,,,,
65771,,,,
65772,,0.0,0.00909090909090909,0.0
65773,,0.0,0.00909090909090909,0.0
65774,,0.0,0.009345794392523364,0.0
65775,,0.0,0.009174311926605505,0.0
65776,,,,
65777,,,,
65778,,,,
65779,,,,
65780,,,,
65781,,,,
65782,,,,
65783,,,,
65784,,,,
65785,,,,
65786,,,,
65787,,,,
65788,,,,
65789,,,,
65790,,,,
65791,,,,
65792,,,,
65793,,,,
65794,,,,
65795,,,,
65796,,,,
65797,,,,
65798,,,,
65799,,,,
65800,,,,
65801,,,,
65802,,,,
65803,,,,
65804,,,,
65805,,,,
65806,,,,
65807,,,,
65808,,,,
65809,,,,
65810,,,,
65811,,,,
65812,,,,
65813,,,,
65814,,,,
65815,,,,
65816,,,0.039603960396039604,
65817,,,0.0297029702970297,
65818,,,0.009900990099009901,
65819,,,0.01,
65820,,,,
65821,,0.0,0.009259259259259259,0.0
65822,,0.0,0.009345794392523364,0.0
65823,,0.0,0.018691588785046728,0.0
65824,,0.0,0.009345794392523364,0.0
65825,,,,
65826,,,,
65827,,,,
65828,,,,
65829,,,,
65830,,,,
65831,,,,
65832,,,,
65833,,,,
65834,,0.0,0.018691588785046728,0.0
65835,,,0.02857142857142857,
65836,,0.0,0.027777777777777776,0.0
65837,,0.0,0.02830188679245283,0.0
65838,,0.0,0.028037383177570093,0.0
65839,,0.0,0.028037383177570093,0.0
65840,,0.0,0.045871559633027525,0.0
65841,,0.0,0.01904761904761905,0.0
65842,,0.0,0.019230769230769232,0.0
65843,,0.0,0.01834862385321101,0.0
65844,,0.0,0.017391304347826087,0.0
65845,,0.0,0.008771929824561403,0.0
65846,,0.0,0.008771929824561403,0.0
65847,,0.0,0.008928571428571428,0.0
65848,,0.0,0.008849557522123894,0.0
65849,,0.0,0.008849557522123894,0.0
65850,,0.0,0.008928571428571428,0.008928571428571428
65851,,0.0,0.009009009009009009,0.0
65852,,0.0,0.026785714285714284,0.0
65853,,0.009615384615384616,0.009523809523809525,0.0
65854,,0.0,0.009433962264150943,0.0
65855,,,,
65856,,,,
65857,,0.0,0.02830188679245283,0.009433962264150943
65858,,0.0,0.009345794392523364,0.0
65859,,0.0,0.009523809523809525,0.0
65860,,,,
65861,,,,
65862,,,,
65863,,0.0,0.018867924528301886,0.009433962264150943
65864,,0.0,0.009345794392523364,0.0
65865,,0.0,0.009174311926605505,0.0
65866,,0.0,0.00909090909090909,0.0
65867,,0.0,0.009174311926605505,0.0
65868,,0.0,0.009433962264150943,0.0
65869,,0.0,0.009523809523809525,0.0
65870,,,,
65871,,,,
65872,,,,
65873,,,,
65874,,,,
65875,,,,
65876,,,,
65877,,,,
65878,,,,
65879,,,,
65880,,,,
65881,,,,
65882,,,,
65883,,,,
65884,,,,
65885,,,,
65886,,,,
65887,,,,
65888,,,,
65889,,,,
65890,,,,
65891,,,,
65892,,,,
65893,,,,
65894,,,,
65895,,0.0,0.00909090909090909,0.0
65896,,0.0,0.017857142857142856,0.0
65897,,0.0,0.008928571428571428,0.0
65898,,0.0,0.00909090909090909,0.0
65899,,0.0,0.00909090909090909,0.0
65900,,0.0,0.009345794392523364,0.0
65901,,0.0,0.009433962264150943,0.0
65902,,0.0,0.009174311926605505,0.0
65903,,0.0,0.009433962264150943,0.0
65904,,,,
65905,,,,
65906,,,,
65907,,,,
65908,,0.0,0.009523809523809525,0.0
65909,,0.0,0.009523809523809525,0.0
65910,,0.0,0.008928571428571428,0.0
65911,,0.0,0.008928571428571428,0.0
65912,,,,
65913,,0.0,0.02654867256637168,0.0
65914,,0.0,0.017543859649122806,0.0
65915,,0.0,0.008928571428571428,0.0
65916,,,,
65917,,,0.019417475728155338,
65918,,,,
65919,,,,
65920,,,,
65921,,,,
65922,,0.0,0.009259259259259259,0.0
65923,,0.0,0.009523809523809525,0.0
65924,,0.0,0.009523809523809525,0.0
65925,,0.0,0.009174311926605505,0.0
65926,,0.0,0.01818181818181818,0.0
65927,,0.0,0.009174311926605505,0.0
65928,,0.0,0.009174311926605505,0.0
65929,,0.0,0.009259259259259259,0.0
65930,,0.0,0.009345794392523364,0.0
65931,,0.0,0.009174311926605505,0.0
65932,,0.0,0.009345794392523364,0.0
65933,,0.0,0.009345794392523364,0.0
65934,,0.0,0.009174311926605505,0.0
65935,,0.0,0.009259259259259259,0.0
65936,,0.009259259259259259,0.009174311926605505,0.0
65937,,0.0,0.01834862385321101,0.0
65938,,0.0,0.01818181818181818,0.0
65939,,0.0,0.00909090909090909,0.0
65940,,0.0,0.00909090909090909,0.0
65941,,0.0,0.00909090909090909,0.0
65942,,,,
65943,,,,
65944,,,,
65945,,,,
65946,,,,
65947,,,,
65948,,,,
65949,,,,
65950,,,,
65951,,,,
65952,,,,
65953,,0.0,0.018867924528301886,0.0
65954,,0.0,0.009523809523809525,0.0
65955,,0.0,0.009523809523809525,0.0
65956,,0.0,0.009259259259259259,0.0
65957,,0.0,0.009345794392523364,0.0
65958,,,,
65959,,,,
65960,,,,
65961,,,,
65962,,,,
65963,,,,
65964,,,,
65965,,,,
65966,,,,
65967,,,,
65968,,,,
65969,,0.0,0.018518518518518517,0.0
65970,,0.0,0.018691588785046728,0.0
65971,,0.0,0.01834862385321101,0.0
65972,,0.0,0.018691588785046728,0.0
65973,,0.0,0.018518518518518517,0.0
65974,,0.0,0.018867924528301886,0.0
65975,,0.0,0.019230769230769232,0.0
65976,,,0.009708737864077669,
65977,,,0.019417475728155338,
65978,,,0.0196078431372549,
65979,,,0.0196078431372549,
65980,,,,
65981,,,,
65982,,,,
65983,,,,
65984,,,,
65985,,,,
65986,,,,
65987,,,,
65988,,,,
65989,,,,
65990,,,,
65991,,,,
65992,,,,
65993,,,,
65994,,,,
65995,,0.0,0.009523809523809525,0.0
65996,,0.0,0.009259259259259259,0.0
65997,,0.0,0.018691588785046728,0.0
65998,,,,
65999,,0.0,0.018867924528301886,0.0
66000,,0.0,0.009259259259259259,0.0
66001,,0.0,0.00909090909090909,0.0
66002,,0.0,0.018018018018018018,0.0
66003,,0.0,0.00909090909090909,0.0
66004,,0.0,0.009009009009009009,0.0
66005,,0.0,0.00909090909090909,0.0
66006,,0.009259259259259259,0.009174311926605505,0.0
66007,,0.0,0.009259259259259259,0.0
66008,,0.0,0.009259259259259259,0.0
66009,,0.009345794392523364,0.009259259259259259,0.0
66010,,0.0,0.009345794392523364,0.0
66011,,0.0,0.008771929824561403,0.0
66012,,0.0,0.008771929824561403,0.0
66013,,0.0,0.008695652173913044,0.0
66014,,0.0,0.008695652173913044,0.0
66015,,0.0,0.017543859649122806,0.0
66016,,0.0,0.009615384615384616,0.0
66017,,,,
66018,,,,
66019,,,,
66020,,,0.0392156862745098,
66021,,,0.0380952380952381,
66022,,0.0,0.019230769230769232,0.0
66023,,0.0,0.019417475728155338,0.0
66024,,0.0,0.009615384615384616,0.0
66025,,,,
66026,,,,
66027,,,,
66028,,,,
66029,,,,
66030,,,,
66031,,,,
66032,,,,
66033,,,,
66034,,0.0,0.00909090909090909,0.0
66035,,0.0,0.009174311926605505,0.0
66036,,0.0,0.009259259259259259,0.0
66037,,0.0,0.009174311926605505,0.0
66038,,0.0,0.009174311926605505,0.0
66039,,0.0,0.00909090909090909,0.0
66040,,0.0,0.009009009009009009,0.0
66041,,0.0,0.00909090909090909,0.0
66042,,0.0,0.009174311926605505,0.0
66043,,,,
66044,,,,
66045,,0.0,0.00980392156862745,0.0
66046,,,0.019417475728155338,
66047,,,0.029411764705882353,
66048,,,0.029411764705882353,
66049,,,,
66050,,,,
66051,,,,
66052,,,,
66053,,,,
66054,,,,
66055,,,,
66056,,,,
66057,,,,
66058,,,,
66059,,,,
66060,,,,
66061,,,,
66062,,,,
66063,,0.0,0.009174311926605505,0.0
66064,,0.0,0.009259259259259259,0.0
66065,,0.0,0.009259259259259259,0.0
66066,,,,
66067,,,,
66068,,,,
66069,,,0.02727272727272727,
66070,,,,
66071,,,,
66072,,,,
66073,,0.0,0.009523809523809525,0.009523809523809525
66074,,,,
66075,,,,
66076,,,,
66077,,,,
66078,,,,
66079,,,,
66080,,,,
66081,,,,
66082,,,,
66083,,,,
66084,,,,
66085,,,,
66086,,,,
66087,,,,
66088,,,,
66089,,,,
66090,,,,
66091,,,,
66092,,,,
66093,,,,
66094,,0.0,0.009174311926605505,0.0
66095,,0.009345794392523364,0.009259259259259259,0.0
66096,,,0.028037383177570093,
66097,,,,
66098,,0.0,0.009345794392523364,0.0
66099,,,,
66100,,,,
66101,,,,
66102,,,,
66103,,,,
66104,,,,
66105,,,,
66106,,,,
66107,,,,
66108,,,,
66109,,,,
66110,,,,
66111,,,,
66112,,,,
66113,,,,
66114,,,,
66115,,,,
66116,,,,
66117,,,,
66118,,,,
66119,,0.0,0.009433962264150943,0.0
66120,,0.02912621359223301,0.009615384615384616,0.009615384615384616
66121,,,0.03636363636363636,
66122,,,,
66123,,,,
66124,,,,
66125,,,,
66126,,0.0,0.009259259259259259,0.0
66127,,0.0,0.009174311926605505,0.0
66128,,0.0,0.009615384615384616,0.0
66129,,0.0,0.02857142857142857,0.0
66130,,0.0,0.009523809523809525,0.0
66131,,0.0,0.00980392156862745,0.0
66132,,0.0,0.009708737864077669,0.0
66133,,,,
66134,,,,
66135,,,0.009900990099009901,
66136,,,,
66137,,,,
66138,,,,
66139,,,,
66140,,,,
66141,,0.0,0.009523809523809525,0.0
66142,,,,
66143,,0.0,0.009523809523809525,0.0
66144,,0.0,0.009615384615384616,0.0
66145,,,,
66146,,,,
66147,,,,
66148,,,,
66149,,,,
66150,,,,
66151,,,,
66152,,,,
66153,,,,
66154,,,,
66155,,,,
66156,,,,
66157,,,,
66158,,,,
66159,,,,
66160,,,,
66161,,0.0,0.009174311926605505,0.0
66162,,0.0,0.009174311926605505,0.0
66163,,0.0,0.009174311926605505,0.009174311926605505
66164,,0.0,0.009174311926605505,0.0
66165,,0.0,0.009174311926605505,0.009174311926605505
66166,,0.0,0.009174311926605505,0.0
66167,,0.0,0.009345794392523364,0.009345794392523364
66168,,0.0,0.009259259259259259,0.009259259259259259
66169,,0.0,0.009345794392523364,0.0
66170,,0.0,0.009345794392523364,0.0
66171,,,,
66172,,,0.01834862385321101,
66173,,,0.018518518518518517,
66174,,,,
66175,,,,
66176,,,,
66177,,,,
66178,,,,
66179,,,,
66180,,,,
66181,,,,
66182,,,,
66183,,0.0,0.009523809523809525,0.0
66184,,0.0,0.009523809523809525,0.0
66185,,0.0,0.00909090909090909,0.0
66186,,0.0,0.009174311926605505,0.0
66187,,0.0,0.009615384615384616,0.0
66188,,,,
66189,,,,
66190,,,,
66191,,,,
66192,,,,
66193,,,,
66194,,,,
66195,,,,
66196,,,0.02912621359223301,
66197,,,,
66198,,,,
66199,,,,
66200,,,,
66201,,,,
66202,,,,
66203,,,,
66204,,0.0,0.047619047619047616,0.0
66205,,0.0,0.019230769230769232,0.0
66206,,0.0,0.01904761904761905,0.0
66207,,,0.019417475728155338,
66208,,,,
66209,,,0.009708737864077669,
66210,,0.0,0.009523809523809525,0.0
66211,,0.0,0.009433962264150943,0.0
66212,,0.0,0.009523809523809525,0.0
66213,,0.0,0.009433962264150943,0.0
66214,,0.0,0.009345794392523364,0.0
66215,,0.0,0.009433962264150943,0.0
66216,,0.0,0.009708737864077669,0.0
66217,,,0.00980392156862745,
66218,,0.0,0.009523809523809525,0.0
66219,,0.0,0.01818181818181818,0.0
66220,,0.0,0.018518518518518517,0.0
66221,,0.0,0.01818181818181818,0.0
66222,,0.0,0.00909090909090909,0.0
66223,,,,
66224,,,,
66225,,,,
66226,,,,
66227,,,,
66228,,,,
66229,,,,
66230,,,,
66231,,,,
66232,,,,
66233,,,,
66234,,,,
66235,,,,
66236,,,,
66237,,,,
66238,,0.0,0.009009009009009009,0.0
66239,,0.0,0.008849557522123894,0.0
66240,,0.0,0.008849557522123894,0.0
66241,,0.0,0.008849557522123894,0.0
66242,,0.0,0.008849557522123894,0.0
66243,,0.0,0.008849557522123894,0.0
66244,,0.0,0.008849557522123894,0.0
66245,,0.0,0.008849557522123894,0.0
66246,,0.0,0.008849557522123894,0.0
66247,,0.0,0.008928571428571428,0.0
66248,,0.0,0.008849557522123894,0.0
66249,,0.0,0.008849557522123894,0.0
66250,,0.0,0.008849557522123894,0.0
66251,,0.0,0.008928571428571428,0.0
66252,,0.009009009009009009,0.008928571428571428,0.0
66253,,0.0,0.009523809523809525,0.0
66254,,0.0,0.009615384615384616,0.0
66255,,,,
66256,,,,
66257,,0.00980392156862745,0.009708737864077669,0.0
66258,,0.0,0.027777777777777776,0.0
66259,,0.0,0.009345794392523364,0.0
66260,,0.0,0.00980392156862745,0.0
66261,,0.0,0.009708737864077669,0.0
66262,,0.0,0.009615384615384616,0.0
66263,,0.0,0.019230769230769232,0.0
66264,,0.0,0.019230769230769232,0.0
66265,,,,
66266,,,0.018691588785046728,
66267,,0.0,0.018691588785046728,0.0
66268,,,,
66269,,,0.017699115044247787,
66270,,,,
66271,,,,
66272,,,,
66273,,,,
66274,,,,
66275,,,,
66276,,,,
66277,,,,
66278,,0.0,0.009174311926605505,0.0
66279,,0.0,0.009174311926605505,0.0
66280,,,,
66281,,,,
66282,,,,
66283,,,,
66284,,,,
66285,,,,
66286,,,,
66287,,,,
66288,,,,
66289,,,,
66290,,,,
66291,,,,
66292,,,,
66293,,,,
66294,,,,
66295,,,,
66296,,,,
66297,,,,
66298,,,,
66299,,,,
66300,,,,
66301,,,,
66302,,,,
66303,,,,
66304,,,,
66305,,,,
66306,,,,
66307,,,,
66308,,,,
66309,,,,
66310,,,,
66311,,,,
66312,,,,
66313,,,,
66314,,,,
66315,,,,
66316,,,,
66317,,,,
66318,,,,
66319,,,,
66320,,,,
66321,,,,
66322,,,,
66323,,,,
66324,,,,
66325,,,,
66326,,,,
66327,,,,
66328,,,,
66329,,,,
66330,,,,
66331,,,,
66332,,,,
66333,,,,
66334,,,,
66335,,,,
66336,,,,
66337,,,,
66338,,,,
66339,,,,
66340,,,,
66341,,,,
66342,,,,
66343,,,,
66344,,,,
66345,,0.0,0.009174311926605505,0.0
66346,,0.0,0.009009009009009009,0.0
66347,,0.0,0.00909090909090909,0.0
66348,,,,
66349,,,,
66350,,,,
66351,,,,
66352,,,,
66353,,0.0,0.009174311926605505,0.0
66354,,0.0,0.009345794392523364,0.0
66355,,0.009433962264150943,0.009345794392523364,0.009345794392523364
66356,,,0.009900990099009901,
66357,,,0.019801980198019802,
66358,,,0.0196078431372549,
66359,,0.0,0.019230769230769232,0.0
66360,,0.0,0.019230769230769232,0.009615384615384616
66361,,0.0,0.019230769230769232,0.0
66362,,,,
66363,,,,
66364,,,,
66365,,,,
66366,,,,
66367,,,,
66368,,,,
66369,,,,
66370,,,,
66371,,0.0,0.009708737864077669,0.0
66372,,0.0,0.009708737864077669,0.0
66373,,0.0,0.009708737864077669,0.0
66374,,,,
66375,,,,
66376,,,,
66377,,,,
66378,,,,
66379,,,,
66380,,,0.009900990099009901,
66381,,,0.009900990099009901,
66382,,,0.019801980198019802,
66383,,,0.019230769230769232,
66384,,0.0,0.027777777777777776,0.009259259259259259
66385,,0.0,0.00980392156862745,0.0
66386,,0.0,0.009708737864077669,0.0
66387,,0.0,0.009615384615384616,0.0
66388,,0.0,0.009615384615384616,0.0
66389,,0.0,0.009615384615384616,0.0
66390,,0.0,0.009345794392523364,0.0
66391,,0.0,0.009345794392523364,0.0
66392,,0.0,0.009345794392523364,0.0
66393,,0.0,0.009259259259259259,0.0
66394,,0.0,0.009433962264150943,0.0
66395,,0.0,0.018691588785046728,0.0
66396,,0.0,0.009615384615384616,0.0
66397,,0.0,0.009615384615384616,0.0
66398,,0.0,0.009615384615384616,0.0
66399,,0.0,0.009174311926605505,0.0
66400,,0.0,0.009174311926605505,0.0
66401,,,0.027522935779816515,
66402,,0.0,0.00909090909090909,0.0
66403,,0.0,0.00909090909090909,0.0
66404,,0.0,0.00909090909090909,0.0
66405,,0.0,0.00909090909090909,0.0
66406,,0.0,0.01834862385321101,0.0
66407,,0.0,0.01818181818181818,0.0
66408,,,,
66409,,,,
66410,,,,
66411,,,,
66412,,0.0,0.009174311926605505,0.0
66413,,0.0,0.009615384615384616,0.0
66414,,,0.00980392156862745,
66415,,,,
66416,,,,
66417,,,,
66418,,,,
66419,,,,
66420,,,,
66421,,,,
66422,,,,
66423,,,,
66424,,,0.02830188679245283,
66425,,,,
66426,,,,
66427,,,,
66428,,,,
66429,,,,
66430,,0.0,0.009009009009009009,0.0
66431,,0.0,0.02631578947368421,0.0
66432,,0.0,0.02654867256637168,0.0
66433,,0.0,0.009433962264150943,0.0
66434,,,,
66435,,,,
66436,,,,
66437,,,,
66438,,,,
66439,,,,
66440,,,,
66441,,,,
66442,,,,
66443,,,,
66444,,,,
66445,,,,
66446,,,,
66447,,,,
66448,,,,
66449,,,,
66450,,,,
66451,,,,
66452,,,0.0196078431372549,
66453,,,,
66454,,,,
66455,,0.0,0.019230769230769232,0.009615384615384616
66456,,0.0,0.009523809523809525,0.0
66457,,0.0,0.009433962264150943,0.009433962264150943
66458,,0.0,0.009009009009009009,0.0
66459,,0.0,0.009009009009009009,0.0
66460,,0.0,0.009009009009009009,0.0
66461,,0.0,0.009174311926605505,0.0
66462,,0.0,0.009174311926605505,0.0
66463,,0.0,0.00909090909090909,0.0
66464,,0.0,0.009174311926605505,0.0
66465,,0.0,0.009009009009009009,0.0
66466,,0.0,0.009174311926605505,0.0
66467,,0.0,0.009259259259259259,0.0
66468,,0.0,0.00909090909090909,0.0
66469,,0.0,0.009523809523809525,0.0
66470,,0.0,0.018691588785046728,0.0
66471,,0.0,0.018518518518518517,0.0
66472,,0.0,0.009345794392523364,0.0
66473,,0.0,0.009345794392523364,0.0
66474,,0.0297029702970297,0.00980392156862745,0.0
66475,,,,
66476,,,,
66477,,,,
66478,,,,
66479,,,0.01834862385321101,
66480,,0.0,0.00909090909090909,0.0
66481,,0.0,0.008620689655172414,0.0
66482,,0.0,0.008547008547008548,0.0
66483,,0.0,0.017094017094017096,0.0
66484,,0.0,0.017094017094017096,0.0
66485,,0.0,0.017391304347826087,0.0
66486,,0.0,0.008928571428571428,0.0
66487,,0.0,0.009009009009009009,0.0
66488,,0.0,0.009009009009009009,0.0
66489,,0.009009009009009009,0.008928571428571428,0.0
66490,,0.0,0.017391304347826087,0.0
66491,,0.0,0.008771929824561403,0.0
66492,,0.0,0.008695652173913044,0.0
66493,,0.0,0.017391304347826087,0.0
66494,,0.0,0.017699115044247787,0.008849557522123894
66495,,0.0,0.009009009009009009,0.0
66496,,0.0,0.017857142857142856,0.0
66497,,0.0,0.009009009009009009,0.0
66498,,,,
66499,,,,
66500,,,,
66501,,,,
66502,,,,
66503,,,,
66504,,,,
66505,,,,
66506,,,,
66507,,,,
66508,,,,
66509,,,,
66510,,,,
66511,,0.0,0.008928571428571428,0.0
66512,,,0.018018018018018018,
66513,,,,
66514,,,,
66515,,,,
66516,,,,
66517,,,,
66518,,,,
66519,,,,
66520,,,,
66521,,,,
66522,,,,
66523,,,,
66524,,,,
66525,,,,
66526,,,,
66527,,,,
66528,,,,
66529,,,,
66530,,,0.02912621359223301,
66531,,,,
66532,,,,
66533,,,,
66534,,,,
66535,,,,
66536,,,,
66537,,,,
66538,,,,
66539,,,,
66540,,,,
66541,,,,
66542,,,,
66543,,,,
66544,,,,
66545,,,,
66546,,,0.019230769230769232,
66547,,0.0,0.018867924528301886,0.0
66548,,,0.027777777777777776,
66549,,,,
66550,,,,
66551,,,,
66552,,,0.036036036036036036,
66553,,,,
66554,,,,
66555,,,,
66556,,,,
66557,,,,
66558,,,,
66559,,,,
66560,,,,
66561,,,,
66562,,,,
66563,,,,
66564,,,,
66565,,,,
66566,,,,
66567,,0.0,0.008620689655172414,0.0
66568,,0.0,0.008695652173913044,0.0
66569,,0.0,0.008695652173913044,0.0
66570,,0.0,0.008928571428571428,0.0
66571,,0.0,0.009009009009009009,0.0
66572,,0.0,0.009009009009009009,0.0
66573,,0.0,0.018518518518518517,0.0
66574,,0.0,0.009345794392523364,0.0
66575,,0.0,0.009523809523809525,0.0
66576,,,,
66577,,,,
66578,,,,
66579,,,,
66580,,,,
66581,,,,
66582,,0.0,0.018691588785046728,0.0
66583,,0.0,0.009433962264150943,0.009433962264150943
66584,,0.0,0.009433962264150943,0.0
66585,,0.0,0.009345794392523364,0.0
66586,,0.0,0.009345794392523364,0.009345794392523364
66587,,0.0,0.009433962264150943,0.0
66588,,0.0,0.00980392156862745,0.0
66589,,,,
66590,,0.0,0.01818181818181818,0.0
66591,,0.0,0.01818181818181818,0.0
66592,,0.0,0.009174311926605505,0.0
66593,,0.0,0.008928571428571428,0.0
66594,,0.0,0.017241379310344827,0.0
66595,,0.0,0.008695652173913044,0.0
66596,,0.0,0.008771929824561403,0.0
66597,,0.0,0.04310344827586207,0.0
66598,,,0.057692307692307696,
66599,,,,
66600,,,,
66601,,,,
66602,,,,
66603,,,,
66604,,,,
66605,,,,
66606,,,,
66607,,,,
66608,,,,
66609,,,,
66610,,,0.0196078431372549,
66611,,,,
66612,,,,
66613,,,,
66614,,,,
66615,,,,
66616,,,,
66617,,,,
66618,,,,
66619,,,,
66620,,,,
66621,,,,
66622,,,,
